,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,grade
159,23.9421988837,11.6368606241,15.5682892711,17.8095238095,6.97326203209,89.0,17.0,1.0,73.0,61.0,11.0,20.0,2.0,18.0,165.0,208.0,160.0,6.0,21.0,two
160,23.6267427462,11.6807958536,15.3863568565,13.3571428571,7.3422459893,43.0,6.0,1.0,35.0,38.0,3.0,0.0,0.0,16.0,76.0,106.0,78.0,3.0,14.0,two
161,23.6472024572,11.7974115597,16.2460378233,16.6,7.31325301205,45.0,2.0,0.0,33.0,39.0,5.0,11.0,1.0,13.0,88.0,101.0,64.0,1.0,10.0,two
162,22.8254027022,12.0294891405,15.7975181037,20.7692307692,7.52962962963,67.0,11.0,3.0,55.0,45.0,18.0,7.0,1.0,7.0,125.0,138.0,129.0,3.0,13.0,two
163,22.7772492879,11.4828065386,14.9924347512,15.65,7.43130990415,61.0,18.0,3.0,43.0,53.0,10.0,16.0,0.0,16.0,122.0,166.0,139.0,8.0,20.0,two
164,21.9221075548,12.2427128347,14.7941645519,12.3333333333,8.08108108108,31.0,5.0,2.0,19.0,18.0,7.0,4.0,0.0,3.0,48.0,48.0,61.0,2.0,9.0,two
165,24.2373724444,12.101106871,16.1263699691,27.347826087,7.39268680445,184.0,21.0,5.0,151.0,96.0,17.0,16.0,3.0,11.0,280.0,340.0,282.0,7.0,23.0,three
166,25.4318748914,12.3566869302,16.4841313171,20.0,7.065,178.0,18.0,8.0,105.0,80.0,21.0,23.0,4.0,36.0,229.0,340.0,256.0,4.0,30.0,three
167,24.02320535,12.0921171089,16.2783204554,23.5384615385,6.97058823529,90.0,3.0,6.0,46.0,42.0,12.0,12.0,2.0,11.0,112.0,164.0,136.0,6.0,13.0,three
168,23.8914274602,12.0457553651,16.4152330251,15.8125,7.43675889328,140.0,10.0,3.0,89.0,100.0,13.0,21.0,4.0,39.0,223.0,258.0,243.0,5.0,32.0,three
169,23.7071852383,11.7037578868,16.4660692422,12.8611111111,7.08423326134,97.0,20.0,4.0,76.0,92.0,21.0,15.0,3.0,30.0,204.0,270.0,190.0,3.0,36.0,three
170,23.653429143,12.2433965372,16.5075134135,21.0588235294,6.70391061453,101.0,7.0,3.0,61.0,63.0,6.0,26.0,3.0,25.0,156.0,223.0,133.0,2.0,17.0,three
171,23.0863827824,11.5794747681,15.9646818554,16.0454545455,7.09065155807,66.0,6.0,3.0,60.0,76.0,11.0,29.0,1.0,29.0,176.0,209.0,137.0,7.0,22.0,three
172,22.8412669206,11.6798126172,15.8618285322,18.8043478261,7.03930635838,184.0,45.0,1.0,172.0,176.0,22.0,53.0,4.0,44.0,423.0,494.0,366.0,5.0,46.0,three
173,23.1044397624,12.061701663,16.2660131855,21.7142857143,7.20559210526,157.0,6.0,10.0,85.0,110.0,19.0,24.0,3.0,47.0,238.0,346.0,250.0,12.0,28.0,three
174,23.8164023121,12.5952627768,16.5495462288,15.9523809524,7.22686567164,85.0,11.0,2.0,62.0,53.0,8.0,18.0,2.0,24.0,141.0,185.0,147.0,3.0,21.0,three
175,24.1106540447,11.7987267086,16.0854156344,15.85,6.98107255521,85.0,3.0,0.0,49.0,63.0,8.0,17.0,3.0,24.0,137.0,170.0,146.0,1.0,20.0,three
176,24.4788739441,12.0678683303,16.4981558237,17.4,7.08939974457,175.0,14.0,4.0,79.0,162.0,18.0,65.0,12.0,96.0,324.0,475.0,306.0,2.0,45.0,three
177,23.5354050991,12.5554447962,16.1661190557,19.8823529412,7.37278106509,93.0,15.0,1.0,72.0,46.0,11.0,10.0,2.0,10.0,139.0,181.0,149.0,8.0,17.0,three
178,23.6893156901,11.8111924602,16.0392815883,11.962962963,7.29411764706,80.0,6.0,1.0,57.0,66.0,12.0,20.0,4.0,25.0,155.0,191.0,126.0,6.0,27.0,three
179,24.6194318689,12.2772412523,16.6575978268,21.7368421053,7.19128329298,103.0,16.0,4.0,73.0,70.0,17.0,17.0,5.0,19.0,177.0,215.0,184.0,14.0,19.0,three
180,23.1632572806,11.7519732546,15.9737884822,23.0909090909,6.99409448819,148.0,3.0,1.0,99.0,94.0,15.0,35.0,6.0,22.0,243.0,298.0,206.0,4.0,22.0,three
181,24.1549407884,12.4326515503,16.6687447887,19.375,6.61505376344,116.0,17.0,2.0,63.0,73.0,21.0,28.0,0.0,38.0,185.0,303.0,155.0,7.0,24.0,three
182,20.2859016312,10.4522474621,13.593987645,13.0,8.03076923077,19.0,3.0,2.0,18.0,8.0,2.0,1.0,0.0,0.0,29.0,26.0,37.0,2.0,5.0,three
183,24.9441588772,12.3146692733,16.4761941623,17.2926829268,7.0832157969,206.0,10.0,5.0,86.0,104.0,34.0,43.0,7.0,54.0,267.0,398.0,299.0,12.0,41.0,three
184,23.4919179525,12.2336963614,16.5719772548,24.05,7.08108108108,107.0,14.0,5.0,95.0,70.0,16.0,23.0,3.0,25.0,204.0,256.0,222.0,3.0,20.0,three
185,22.7068824016,12.2121844517,16.2077645486,18.4230769231,7.59290187891,138.0,7.0,7.0,101.0,65.0,27.0,17.0,0.0,12.0,210.0,236.0,235.0,8.0,26.0,three
186,22.2598824792,12.0219275158,15.6376545661,21.3636363636,7.62340425532,127.0,9.0,8.0,102.0,59.0,27.0,17.0,6.0,7.0,205.0,222.0,240.0,8.0,22.0,three
187,23.4703572769,11.966145938,15.9974027467,12.8421052632,8.18032786885,131.0,6.0,3.0,67.0,88.0,18.0,37.0,4.0,42.0,210.0,253.0,200.0,35.0,38.0,three
188,23.6439944652,11.6310982752,16.4705020162,19.7142857143,6.8115942029,64.0,8.0,5.0,51.0,42.0,7.0,14.0,5.0,11.0,114.0,158.0,115.0,3.0,14.0,three
189,24.1141089065,11.3172588006,15.9311181271,16.6111111111,7.47157190635,69.0,1.0,1.0,41.0,73.0,11.0,32.0,4.0,19.0,157.0,166.0,115.0,18.0,18.0,three
190,22.3176663583,12.1065785567,15.7797806103,22.9090909091,7.33333333333,68.0,5.0,1.0,48.0,35.0,9.0,8.0,0.0,5.0,100.0,132.0,111.0,9.0,11.0,three
191,23.9022753658,12.0660798824,16.5863373726,15.2173913043,6.84285714286,89.0,9.0,1.0,63.0,58.0,14.0,17.0,2.0,14.0,152.0,217.0,124.0,9.0,23.0,three
192,23.1521870842,11.7678971986,15.9844290576,23.45,7.48187633262,101.0,17.0,2.0,84.0,79.0,16.0,38.0,9.0,16.0,217.0,258.0,191.0,20.0,20.0,three
193,21.2685456106,11.0317952548,14.7585371953,24.3333333333,7.09589041096,19.0,2.0,1.0,25.0,8.0,4.0,3.0,0.0,1.0,40.0,44.0,29.0,0.0,3.0,three
194,23.8271153462,12.4676753498,16.0886122242,19.4285714286,7.28431372549,132.0,7.0,4.0,75.0,53.0,19.0,22.0,5.0,10.0,169.0,227.0,172.0,9.0,21.0,three
195,24.7235931204,12.2157435384,16.7250686723,15.7058823529,7.20599250936,125.0,16.0,5.0,78.0,95.0,10.0,21.0,8.0,50.0,204.0,289.0,239.0,6.0,34.0,three
196,24.0627997334,12.390814529,16.5039139297,17.1904761905,6.67867036011,104.0,2.0,1.0,65.0,50.0,16.0,19.0,5.0,18.0,150.0,217.0,138.0,6.0,21.0,three
197,24.16336851,12.2708068894,16.1986640103,33.6153846154,7.13272311213,114.0,6.0,4.0,72.0,71.0,10.0,15.0,2.0,28.0,168.0,243.0,184.0,10.0,13.0,three
198,24.0333320982,12.1845727034,16.2960341855,15.7179487179,7.3898858075,161.0,17.0,5.0,125.0,96.0,24.0,34.0,1.0,40.0,279.0,336.0,254.0,23.0,39.0,three
199,23.2365195214,11.5408003152,15.7780496824,18.6111111111,7.00597014925,67.0,17.0,1.0,54.0,69.0,8.0,25.0,4.0,27.0,156.0,189.0,141.0,5.0,18.0,three
200,24.1049388669,11.8085656502,16.3467822568,16.0,6.86875,45.0,3.0,0.0,37.0,24.0,3.0,5.0,2.0,14.0,69.0,97.0,62.0,1.0,10.0,three
201,24.1673110056,12.3394213553,16.5818737384,18.7894736842,7.20728291317,109.0,5.0,1.0,71.0,49.0,13.0,18.0,4.0,12.0,151.0,188.0,166.0,3.0,19.0,three
202,24.5786727192,11.7318128022,15.9620813905,18.0,7.10648148148,108.0,8.0,3.0,60.0,74.0,22.0,33.0,1.0,26.0,189.0,260.0,161.0,11.0,24.0,three
203,24.4562160527,12.3272837031,16.5577552733,15.9411764706,7.036900369,154.0,19.0,4.0,96.0,73.0,16.0,29.0,8.0,26.0,214.0,298.0,239.0,5.0,34.0,three
204,23.4920126942,11.9176770047,15.8748588714,21.625,7.20520231214,76.0,5.0,4.0,62.0,58.0,20.0,19.0,6.0,20.0,159.0,180.0,162.0,4.0,16.0,three
205,21.9079226687,11.344527555,14.4616412467,15.0,7.33333333333,19.0,5.0,1.0,22.0,14.0,0.0,2.0,0.0,0.0,38.0,36.0,38.0,1.0,5.0,three
206,24.6194318689,12.2772412523,16.6575978268,21.7368421053,7.19128329298,103.0,16.0,4.0,73.0,70.0,17.0,17.0,5.0,19.0,177.0,215.0,184.0,14.0,19.0,three
207,24.8545042345,11.9513041642,16.1568620957,17.125,6.92153284672,149.0,9.0,1.0,72.0,107.0,14.0,34.0,13.0,45.0,227.0,335.0,205.0,8.0,32.0,three
208,25.1773457737,11.9237741723,16.6501912713,20.7586206897,6.98006644518,173.0,10.0,1.0,115.0,108.0,30.0,44.0,15.0,22.0,297.0,358.0,237.0,7.0,29.0,three
209,23.3550015643,12.007122453,15.4541687097,18.8947368421,7.38718662953,95.0,6.0,3.0,64.0,59.0,16.0,16.0,2.0,21.0,155.0,193.0,159.0,7.0,19.0,three
210,24.6644190678,11.9706123708,16.973890136,22.75,7.07692307692,108.0,18.0,1.0,68.0,102.0,16.0,32.0,10.0,18.0,218.0,267.0,169.0,19.0,20.0,three
211,23.4998287194,12.1690765875,15.6225738787,21.6842105263,7.51213592233,114.0,7.0,3.0,82.0,73.0,11.0,22.0,1.0,8.0,188.0,194.0,208.0,10.0,19.0,three
212,23.6346100494,12.1473153502,15.9204849131,16.0,6.91586538462,120.0,7.0,2.0,67.0,83.0,9.0,31.0,4.0,22.0,190.0,258.0,157.0,1.0,26.0,three
213,23.4934015783,12.0529054407,16.0797899834,15.45,7.42071197411,71.0,11.0,2.0,43.0,55.0,9.0,20.0,2.0,21.0,127.0,167.0,134.0,8.0,20.0,three
214,23.9454973229,12.7213090173,16.4894073664,20.6315789474,7.54846938776,118.0,8.0,11.0,81.0,40.0,10.0,13.0,8.0,10.0,144.0,193.0,191.0,8.0,19.0,three
215,24.0168929007,11.5119463712,15.8886205945,19.1666666667,7.27391304348,120.0,4.0,5.0,66.0,86.0,18.0,38.0,1.0,23.0,208.0,263.0,187.0,10.0,24.0,three
216,22.5538944783,11.8563530657,15.514570009,20.8333333333,7.856,85.0,11.0,3.0,75.0,61.0,15.0,10.0,1.0,13.0,161.0,148.0,218.0,9.0,18.0,three
217,23.3189853154,11.7792489173,16.0939895284,21.3333333333,6.73214285714,114.0,6.0,3.0,86.0,75.0,28.0,24.0,2.0,12.0,213.0,272.0,165.0,11.0,21.0,three
218,23.2528181223,11.9818014517,16.0109969779,21.2307692308,7.67391304348,129.0,17.0,1.0,97.0,85.0,38.0,31.0,5.0,26.0,251.0,250.0,289.0,13.0,26.0,three
219,25.2120869321,11.7840958502,16.6114648269,15.5833333333,6.51069518717,93.0,8.0,1.0,66.0,65.0,10.0,19.0,1.0,29.0,160.0,241.0,130.0,3.0,24.0,three
220,24.9653043103,12.2535701446,16.8162747636,23.3,6.74248927039,185.0,10.0,1.0,91.0,121.0,23.0,61.0,13.0,59.0,296.0,453.0,241.0,5.0,30.0,three
221,23.6769046192,12.2901460015,15.9840515319,24.3125,7.34447300771,124.0,3.0,4.0,75.0,61.0,9.0,17.0,4.0,10.0,162.0,208.0,161.0,20.0,16.0,three
222,24.4839529599,11.7540169846,16.4121840758,19.75,6.68776371308,147.0,24.0,3.0,123.0,127.0,21.0,46.0,7.0,36.0,317.0,464.0,236.0,11.0,36.0,three
223,24.0294501108,12.0979962179,16.4046319091,18.9705882353,7.05581395349,158.0,15.0,6.0,100.0,112.0,17.0,46.0,4.0,47.0,275.0,362.0,276.0,7.0,34.0,four
224,23.1443581404,12.3978984628,15.876897623,18.0,7.4188034188,73.0,5.0,3.0,51.0,27.0,7.0,8.0,2.0,9.0,93.0,129.0,101.0,4.0,13.0,four
225,23.3002858267,11.680284111,15.8293449188,25.0,7.57032258065,175.0,24.0,5.0,164.0,158.0,38.0,48.0,4.0,32.0,408.0,417.0,314.0,44.0,31.0,four
226,24.401293541,12.7013141549,16.5262266907,27.8387096774,7.38238702202,272.0,23.0,9.0,172.0,126.0,41.0,27.0,18.0,22.0,366.0,409.0,441.0,13.0,31.0,four
227,23.2782274098,11.9453489757,16.0015148179,21.95,7.20273348519,114.0,7.0,2.0,91.0,63.0,18.0,28.0,4.0,19.0,200.0,213.0,224.0,2.0,20.0,four
228,24.5621031889,12.3013051892,16.7122443561,28.4666666667,6.88758782201,104.0,8.0,1.0,56.0,76.0,12.0,25.0,6.0,39.0,169.0,253.0,171.0,3.0,15.0,four
229,24.2515166361,11.9877786892,16.1525228614,20.0476190476,7.09976247031,218.0,23.0,3.0,133.0,184.0,25.0,57.0,8.0,41.0,399.0,459.0,374.0,9.0,42.0,four
230,24.2248954208,12.2059355517,16.8418607144,26.56,7.63253012048,162.0,19.0,1.0,104.0,93.0,25.0,39.0,8.0,34.0,261.0,325.0,319.0,20.0,25.0,four
231,22.988791935,12.8051782442,16.052428036,33.9375,7.55432780847,151.0,8.0,13.0,114.0,52.0,38.0,14.0,6.0,5.0,218.0,248.0,283.0,12.0,16.0,four
232,24.0195167447,11.7836013781,15.9989660661,25.6086956522,6.95925297114,155.0,12.0,2.0,78.0,108.0,14.0,40.0,13.0,49.0,240.0,349.0,231.0,9.0,23.0,four
233,23.4898215161,11.4351594473,15.6776771246,20.164556962,7.33835530446,369.0,30.0,3.0,351.0,350.0,26.0,90.0,9.0,48.0,817.0,846.0,717.0,30.0,79.0,four
234,22.5321169673,11.9553732113,15.9641964952,19.9047619048,7.42105263158,110.0,12.0,9.0,73.0,61.0,11.0,20.0,4.0,12.0,165.0,238.0,161.0,19.0,21.0,four
235,24.0436325385,12.5297457548,16.7138068459,27.1785714286,7.25755584757,213.0,26.0,7.0,146.0,103.0,24.0,31.0,15.0,31.0,304.0,404.0,346.0,11.0,28.0,four
236,23.8918484463,11.5336309545,16.2082630018,19.5,7.15811965812,112.0,4.0,6.0,47.0,90.0,24.0,46.0,10.0,43.0,207.0,260.0,199.0,9.0,24.0,four
237,23.2991246512,11.9998265432,16.0350812509,31.8947368421,7.48184818482,150.0,8.0,7.0,117.0,84.0,19.0,34.0,8.0,25.0,254.0,297.0,300.0,9.0,19.0,four
238,24.0958542428,12.1993327356,15.961949219,19.3157894737,7.58310626703,220.0,10.0,4.0,115.0,114.0,38.0,41.0,12.0,39.0,308.0,387.0,309.0,38.0,38.0,four
239,23.3546389999,12.0435963452,15.9567492182,21.5294117647,7.45355191257,187.0,10.0,1.0,134.0,129.0,27.0,52.0,2.0,33.0,342.0,385.0,324.0,23.0,34.0,four
240,23.563417241,13.2382530008,16.2785873906,30.75,7.63414634146,77.0,8.0,1.0,42.0,27.0,7.0,12.0,8.0,13.0,88.0,115.0,130.0,1.0,8.0,four
241,23.579237205,12.2388576671,16.2075680604,24.5416666667,7.42784380306,179.0,7.0,4.0,148.0,79.0,14.0,35.0,7.0,14.0,276.0,323.0,247.0,19.0,24.0,four
242,24.9944561526,12.5865271863,16.8874180926,24.9523809524,7.06106870229,164.0,10.0,8.0,110.0,65.0,11.0,24.0,5.0,17.0,210.0,277.0,244.0,3.0,21.0,four
243,24.8293483086,12.0369297244,16.4397542338,22.8518518519,6.99189627229,145.0,19.0,4.0,95.0,111.0,16.0,49.0,4.0,64.0,271.0,364.0,248.0,5.0,27.0,four
244,25.0463019816,12.0622588244,16.5077535143,21.972972973,6.9692496925,227.0,21.0,2.0,128.0,140.0,19.0,71.0,13.0,70.0,358.0,477.0,324.0,12.0,37.0,four
245,23.9253319545,11.9097785469,15.9459653623,25.8214285714,7.06085753804,187.0,12.0,16.0,116.0,110.0,22.0,40.0,12.0,30.0,288.0,442.0,272.0,9.0,28.0,four
246,24.4322175176,12.0627856456,16.403259993,23.4444444444,7.08372827804,148.0,31.0,6.0,96.0,108.0,19.0,27.0,9.0,57.0,250.0,352.0,274.0,7.0,27.0,four
247,24.1065618414,12.204442091,16.2731163904,31.0,7.26642771804,264.0,19.0,5.0,190.0,111.0,29.0,30.0,15.0,27.0,360.0,437.0,387.0,13.0,27.0,four
248,23.894972039,11.8352197855,15.8733655301,11.7368421053,7.19058295964,214.0,26.0,2.0,147.0,150.0,85.0,56.0,6.0,46.0,438.0,494.0,370.0,28.0,76.0,four
249,24.638476752,12.3814662866,16.4031240543,20.1764705882,7.18804664723,196.0,6.0,9.0,101.0,112.0,21.0,36.0,6.0,68.0,270.0,395.0,279.0,12.0,34.0,four
250,23.9560886123,11.8688896151,16.4525197675,27.15,7.2320441989,150.0,6.0,3.0,106.0,119.0,18.0,27.0,7.0,12.0,270.0,302.0,227.0,14.0,20.0,four
251,23.3414758774,11.3098245905,15.9499711006,20.1111111111,7.16160220994,160.0,9.0,10.0,152.0,139.0,28.0,51.0,18.0,42.0,370.0,416.0,295.0,13.0,36.0,four
252,23.6676239071,12.2765011525,16.2959038653,25.6774193548,7.59422110553,257.0,9.0,11.0,142.0,134.0,34.0,42.0,8.0,23.0,352.0,377.0,408.0,11.0,31.0,four
253,22.3084835269,12.2206513339,15.9031939399,19.8,7.42828282828,113.0,19.0,5.0,101.0,68.0,19.0,23.0,2.0,10.0,211.0,248.0,243.0,4.0,25.0,four
254,24.3638611993,12.0977822031,16.3817326237,31.375,6.96215139442,139.0,8.0,2.0,57.0,93.0,13.0,31.0,10.0,58.0,194.0,308.0,184.0,10.0,16.0,four
255,23.9397434158,11.8777209652,15.9817936736,19.2222222222,7.38150289017,124.0,18.0,6.0,72.0,98.0,10.0,28.0,4.0,29.0,208.0,270.0,238.0,11.0,27.0,four
256,24.3820404896,11.918227729,16.3482168609,17.1153846154,7.02921348315,235.0,12.0,1.0,159.0,139.0,26.0,50.0,2.0,57.0,374.0,502.0,375.0,13.0,52.0,four
257,23.0040914908,11.6666287423,16.0164810117,28.9,7.14532871972,156.0,8.0,2.0,127.0,92.0,24.0,18.0,13.0,23.0,261.0,317.0,248.0,13.0,20.0,four
258,24.9620863675,12.107552172,16.6503682227,15.9620253165,6.72720063442,352.0,7.0,2.0,194.0,204.0,64.0,62.0,13.0,124.0,524.0,777.0,475.0,9.0,79.0,four
259,24.026565649,11.7678533989,16.039411442,15.4081632653,7.2417218543,375.0,35.0,15.0,259.0,265.0,45.0,65.0,18.0,99.0,634.0,853.0,632.0,25.0,98.0,four
260,23.7879436885,12.1906885204,15.8565292676,24.9090909091,7.64233576642,153.0,12.0,3.0,103.0,92.0,15.0,31.0,6.0,16.0,241.0,280.0,233.0,35.0,22.0,four
261,24.2177585606,11.8523355225,16.2722183743,21.6440677966,7.47376664056,315.0,16.0,8.0,186.0,262.0,24.0,80.0,17.0,150.0,552.0,698.0,550.0,29.0,59.0,four
262,23.9859847555,12.0583479013,16.0515496166,16.4,6.91327913279,239.0,8.0,3.0,131.0,121.0,30.0,32.0,8.0,33.0,314.0,451.0,278.0,9.0,45.0,four
263,22.9702436496,11.7835254198,16.0138265623,26.5652173913,7.47954173486,159.0,7.0,9.0,90.0,99.0,14.0,43.0,9.0,45.0,246.0,329.0,268.0,14.0,23.0,four
264,23.9974679466,12.2948280464,16.0113526877,19.7727272727,7.57471264368,128.0,7.0,3.0,69.0,59.0,22.0,18.0,1.0,24.0,168.0,236.0,180.0,19.0,22.0,four
265,23.7450186336,12.0187355773,16.3522182335,23.7857142857,6.95945945946,175.0,13.0,5.0,118.0,108.0,31.0,40.0,5.0,40.0,297.0,394.0,262.0,10.0,28.0,four
266,22.6028274531,12.2456840308,15.6387379194,32.0,7.970703125,157.0,8.0,4.0,98.0,77.0,18.0,26.0,4.0,13.0,219.0,231.0,264.0,17.0,16.0,four
267,20.9283826019,9.99859638309,14.291885664,15.2857142857,7.43925233645,25.0,7.0,1.0,39.0,10.0,4.0,6.0,1.0,1.0,59.0,58.0,47.0,2.0,7.0,four
268,23.8823675497,11.8163300259,16.2355913758,19.9166666667,6.62761506276,88.0,25.0,2.0,72.0,76.0,19.0,39.0,2.0,23.0,206.0,292.0,177.0,9.0,24.0,four
269,20.6418058383,10.8341474231,14.8228662818,14.1428571429,7.64646464646,25.0,3.0,3.0,28.0,14.0,5.0,6.0,0.0,2.0,53.0,56.0,40.0,3.0,7.0,four
270,22.3073288104,11.973603946,15.6762118158,26.4615384615,7.78488372093,90.0,7.0,5.0,73.0,52.0,10.0,15.0,0.0,15.0,150.0,160.0,179.0,5.0,13.0,four
271,24.8495677017,12.6151552044,16.5971370111,27.4814814815,7.14420485175,234.0,13.0,0.0,145.0,105.0,22.0,31.0,12.0,45.0,303.0,405.0,331.0,6.0,27.0,four
272,24.7657724697,12.1711722595,16.5591041379,18.5161290323,7.19337979094,140.0,7.0,4.0,111.0,98.0,21.0,22.0,2.0,47.0,252.0,308.0,264.0,2.0,31.0,four
273,24.3861091402,12.3324302407,16.8191425526,25.0512820513,7.19447287615,250.0,19.0,15.0,111.0,148.0,43.0,77.0,22.0,96.0,379.0,549.0,421.0,7.0,39.0,four
274,23.6992902815,11.5595457365,15.983475214,13.7741935484,6.51756440281,99.0,6.0,1.0,92.0,87.0,12.0,15.0,4.0,22.0,206.0,272.0,153.0,2.0,31.0,four
275,23.8160110681,11.9261698417,16.3953493894,24.9761904762,6.64918970448,301.0,9.0,12.0,206.0,173.0,30.0,61.0,11.0,49.0,470.0,663.0,351.0,35.0,42.0,four
276,22.7986010832,12.1467084971,16.238048073,21.3888888889,7.11688311688,208.0,20.0,3.0,136.0,115.0,27.0,67.0,16.0,26.0,345.0,423.0,335.0,12.0,36.0,four
277,25.044448327,12.36798933,16.4979735396,24.0769230769,7.36261980831,215.0,9.0,1.0,140.0,112.0,7.0,23.0,12.0,19.0,282.0,323.0,293.0,10.0,26.0,four
278,23.7274905852,12.028843721,16.0834615557,22.8529411765,7.53024453024,233.0,20.0,3.0,173.0,115.0,21.0,47.0,11.0,19.0,356.0,376.0,385.0,16.0,34.0,four
279,24.4423331248,12.3044829221,16.5056194713,20.125,7.23602484472,175.0,13.0,6.0,116.0,102.0,24.0,30.0,6.0,40.0,272.0,356.0,274.0,14.0,32.0,four
280,24.2097085635,12.2469777808,16.5580922953,27.1818181818,7.08026755853,232.0,26.0,5.0,161.0,140.0,34.0,32.0,11.0,68.0,367.0,512.0,370.0,15.0,33.0,four
281,23.570222106,11.896915539,16.564180853,27.5161290323,6.78194607268,187.0,10.0,3.0,124.0,180.0,25.0,53.0,10.0,106.0,382.0,526.0,319.0,8.0,31.0,eight
282,24.2082192792,12.1030176014,16.5293449085,20.2556390977,7.13734224202,688.0,38.0,15.0,362.0,492.0,81.0,260.0,59.0,219.0,1195.0,1514.0,1150.0,30.0,133.0,eight
283,23.0978706627,12.2144752619,16.0410571731,20.325,7.61131611316,220.0,7.0,13.0,137.0,135.0,19.0,32.0,10.0,80.0,323.0,420.0,376.0,17.0,40.0,eight
284,18.7527632218,10.6592275509,14.596823585,11.5,7.53532608696,61.0,13.0,12.0,76.0,50.0,7.0,11.0,11.0,16.0,144.0,196.0,157.0,15.0,32.0,eight
285,23.6827129056,11.7512359926,16.1873491315,21.5939849624,6.98259052925,660.0,83.0,10.0,503.0,503.0,97.0,169.0,22.0,169.0,1272.0,1683.0,1134.0,55.0,133.0,eight
286,23.5671142197,12.5329740344,16.4117662296,23.3968253968,7.45454545455,486.0,31.0,6.0,329.0,220.0,46.0,67.0,24.0,23.0,662.0,721.0,728.0,25.0,63.0,eight
287,23.4971324128,11.845440489,16.0422452632,34.5957446809,7.19803198032,456.0,46.0,17.0,280.0,259.0,75.0,113.0,34.0,45.0,727.0,918.0,681.0,27.0,47.0,eight
288,23.4316750618,12.2228024684,16.2196620259,34.3469387755,6.95603089721,480.0,82.0,16.0,403.0,207.0,29.0,70.0,25.0,32.0,709.0,998.0,652.0,33.0,49.0,eight
289,23.7501586891,11.6093009048,16.0142670326,23.4402985075,7.03947787329,694.0,64.0,9.0,557.0,532.0,147.0,228.0,27.0,159.0,1464.0,1797.0,1264.0,80.0,134.0,eight
290,23.9387678875,12.2059184824,16.2946908732,29.875,7.25244072524,213.0,11.0,2.0,170.0,113.0,22.0,51.0,15.0,19.0,356.0,367.0,340.0,10.0,24.0,eight
291,24.0400489294,12.5924576954,16.5496859076,44.0,7.39906417112,467.0,34.0,25.0,275.0,188.0,39.0,81.0,39.0,41.0,583.0,728.0,744.0,24.0,34.0,eight
292,23.5228234375,11.9401757789,16.3531887467,16.7352941176,6.98769771529,290.0,6.0,9.0,159.0,228.0,37.0,95.0,8.0,112.0,519.0,667.0,444.0,27.0,68.0,eight
293,20.7537817497,10.696899407,14.4808881721,15.0,7.69898989899,120.0,22.0,3.0,121.0,104.0,20.0,22.0,3.0,9.0,267.0,252.0,230.0,13.0,33.0,eight
294,23.0628436791,11.8093463884,15.8398434225,24.5555555556,7.26300904977,433.0,46.0,11.0,304.0,309.0,56.0,133.0,33.0,77.0,802.0,940.0,795.0,33.0,72.0,eight
295,23.750234596,12.3888078926,16.2988682472,32.7777777778,7.30847457627,273.0,24.0,6.0,175.0,128.0,51.0,46.0,26.0,21.0,400.0,474.0,400.0,11.0,27.0,eight
296,20.6919963995,10.7408299916,14.4962498733,10.0952380952,7.58018867925,37.0,13.0,2.0,55.0,38.0,10.0,8.0,5.0,2.0,111.0,108.0,98.0,6.0,21.0,eight
297,21.0346379939,11.1229769447,15.1135322285,13.1666666667,6.72151898734,28.0,7.0,1.0,42.0,25.0,4.0,7.0,3.0,5.0,78.0,95.0,62.0,1.0,12.0,eight
298,21.1328975228,10.9691853222,14.6216461001,16.0384615385,7.28057553957,92.0,16.0,7.0,107.0,56.0,14.0,13.0,10.0,14.0,190.0,228.0,165.0,24.0,26.0,eight
299,21.0744340665,10.8771666001,15.0324171947,10.5625,7.20710059172,36.0,6.0,5.0,44.0,27.0,2.0,10.0,1.0,3.0,83.0,97.0,67.0,5.0,16.0,eight
300,20.958002566,10.6483436104,14.4808090031,9.40909090909,7.24637681159,38.0,11.0,2.0,47.0,39.0,10.0,7.0,3.0,2.0,103.0,115.0,89.0,3.0,22.0,eight
301,24.9040260431,12.7533988702,16.8116240394,37.5277777778,7.18023686158,841.0,49.0,19.0,398.0,410.0,93.0,179.0,66.0,167.0,1080.0,1468.0,1180.0,54.0,72.0,eight
302,23.8017501521,12.005971931,16.4190272147,22.275,6.88720538721,420.0,34.0,13.0,307.0,316.0,46.0,81.0,17.0,161.0,750.0,1099.0,650.0,33.0,80.0,eight
303,22.7164126361,12.1521976033,15.5604534259,22.0,7.73569023569,169.0,16.0,2.0,116.0,101.0,24.0,20.0,6.0,26.0,261.0,303.0,271.0,20.0,27.0,eight
304,23.9775928935,12.2816155081,16.752433587,25.4594594595,7.14508138712,731.0,38.0,15.0,408.0,526.0,69.0,246.0,58.0,194.0,1249.0,1565.0,1215.0,46.0,111.0,eight
305,23.2664966392,12.1615653041,16.1315614714,35.6315789474,7.49483013294,376.0,37.0,8.0,300.0,175.0,61.0,69.0,36.0,33.0,605.0,609.0,729.0,16.0,38.0,eight
